date,year,month,latitude,longitude,nearest_country,country_name,region,attack_type,vessel_type,vessel_status,shore_distance,est_ship_value_musd,est_cargo_value_musd,est_total_exposure_musd,exposure_source,GDP,corruption_index,population,unemployment_rate,coastline_km,coastline_mi,has_active_coast_guard
2000-09-14,2000,9,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-09-15,2000,9,13.1067,80.305,IND,India,South Asia,Boarded,Unknown,Anchored,1.0,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-09-15,2000,9,1.7667,102.4833,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,25.8,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-15,2000,9,-1.4432,116.75,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Anchored,7.7,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-16,2000,9,1.0833,104.9,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,9.6,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-16,2000,9,23.0243,70.2203,IND,India,South Asia,Boarded,Unknown,Berthed,3.0,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-09-18,2000,9,7.0667,108.1,VNM,Vietnam,East Asia & Pacific,Attempted,Unknown,Steaming,240.7,30.0,30.0,0.0,attack_vessel_model_v2,390.0,25.0,79910412.0,2.26,3444,2140.0,True
2000-09-18,2000,9,-2.52,-80.0867,ECU,Ecuador,Latin America & Caribbean,Boarded,Unknown,Anchored,4.4,35.0,45.0,0.0,attack_vessel_model_v2,1445.0,26.0,12681123.0,4.8,2237,1390.0,True
2000-09-18,2000,9,13.1317,100.8483,THA,Thailand,East Asia & Pacific,Boarded,Unknown,Anchored,4.9,30.0,30.0,0.0,attack_vessel_model_v2,2008.0,32.0,62952642.0,2.39,3219,2000.2,True
2000-09-19,2000,9,10.3167,-75.5237,COL,Colombia,Latin America & Caribbean,Attempted,Unknown,Steaming,0.9,35.0,45.0,0.0,attack_vessel_model_v2,2520.0,32.0,39629968.0,20.52,3208,1993.4,True
2000-09-21,2000,9,1.7667,102.5,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,24.2,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-21,2000,9,2.0,102.1833,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Anchored,23.9,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-21,2000,9,-5.5583,105.3657,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Berthed,1.1,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-21,2000,9,1.6383,102.8333,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,16.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-21,2000,9,4.9173,99.2682,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,108.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-22,2000,9,1.8583,102.3333,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,30.6,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-22,2000,9,1.8167,102.3667,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,28.7,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-23,2000,9,3.2089,117.7569,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,11.9,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-24,2000,9,5.815,118.0555,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Berthed,0.8,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-24,2000,9,-0.5402,117.1383,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,33.7,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-25,2000,9,1.2833,104.9633,IDN,Indonesia,East Asia & Pacific,Hijacked,Unknown,Steaming,32.2,30.0,30.0,4.5,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-25,2000,9,1.6667,106.3,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Steaming,118.1,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-25,2000,9,14.5212,120.9428,PHL,Philippines,East Asia & Pacific,Boarded,Unknown,Anchored,3.7,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-09-25,2000,9,1.09,105.0567,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,25.0,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-26,2000,9,1.26,104.9083,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,27.6,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-26,2000,9,1.9333,102.2833,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,25.0,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-26,2000,9,1.7833,102.6167,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,12.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-09-27,2000,9,0.05,108.1167,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,95.0,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-28,2000,9,5.6258,0.007,GHA,Ghana,Sub-Saharan Africa,Boarded,Unknown,Anchored,3.1,35.0,45.0,0.0,attack_vessel_model_v2,258.0,35.0,19278856.0,10.36,539,334.9,True
2000-09-28,2000,9,13.0833,80.355,IND,India,South Asia,Boarded,Unknown,Berthed,5.1,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-09-28,2000,9,-5.39,106.9533,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,58.9,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-09-29,2000,9,8.0333,127.3083,PHL,Philippines,East Asia & Pacific,Attempted,Unknown,Steaming,87.2,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-09-29,2000,9,1.9117,102.2233,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,29.8,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-01,2000,10,1.2192,103.5732,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Anchored,8.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-01,2000,10,1.92,102.375,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,22.9,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-01,2000,10,1.6855,101.4547,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,4.1,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-01,2000,10,16.6462,96.2593,MMR,Myanmar,East Asia & Pacific,Attempted,Unknown,Anchored,0.7,30.0,30.0,0.0,attack_vessel_model_v2,191.0,16.0,46719701.0,0.79,1930,1199.2,True
2000-10-02,2000,10,22.231,91.5462,BGD,Bangladesh,South Asia,Attempted,Unknown,Steaming,18.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-02,2000,10,2.36,101.6833,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,20.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-03,2000,10,22.5081,91.5454,BGD,Bangladesh,South Asia,Boarded,Unknown,Steaming,3.5,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-03,2000,10,1.9583,102.25,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,23.9,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-03,2000,10,13.1383,100.85,THA,Thailand,East Asia & Pacific,Boarded,Unknown,Anchored,5.4,30.0,30.0,0.0,attack_vessel_model_v2,2008.0,32.0,62952642.0,2.39,3219,2000.2,True
2000-10-03,2000,10,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-04,2000,10,-2.52,-80.0867,ECU,Ecuador,Latin America & Caribbean,Attempted,Unknown,Steaming,4.4,35.0,45.0,0.0,attack_vessel_model_v2,1445.0,26.0,12681123.0,4.8,2237,1390.0,True
2000-10-04,2000,10,16.4833,113.7,CHN,China,East Asia & Pacific,Attempted,Unknown,Steaming,104.6,30.0,30.0,0.0,attack_vessel_model_v2,959.0,31.0,1262645000.0,3.26,14500,9009.9,True
2000-10-04,2000,10,16.4833,113.7,CHN,China,East Asia & Pacific,Attempted,Unknown,Steaming,104.6,30.0,30.0,0.0,attack_vessel_model_v2,959.0,31.0,1262645000.0,3.26,14500,9009.9,True
2000-10-05,2000,10,-6.051,106.8967,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,8.7,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-06,2000,10,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-06,2000,10,5.82,118.1117,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Anchored,1.8,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-06,2000,10,1.75,102.5167,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,23.7,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-07,2000,10,14.644,43.0653,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,7.1,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-09,2000,10,18.4188,-70.03,DOM,Dominican Republic,Latin America & Caribbean,Boarded,Unknown,Berthed,1.6,35.0,45.0,0.0,attack_vessel_model_v2,2869.0,31.0,8471321.0,6.43,1288,800.3,True
2000-10-09,2000,10,3.155,105.505,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,23.0,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-09,2000,10,14.5212,120.9428,PHL,Philippines,East Asia & Pacific,Boarded,Unknown,Anchored,3.7,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-10-11,2000,10,7.105,125.6537,PHL,Philippines,East Asia & Pacific,Attempted,Unknown,Anchored,0.9,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-10-12,2000,10,-2.52,-80.0867,ECU,Ecuador,Latin America & Caribbean,Attempted,Unknown,Anchored,4.4,35.0,45.0,0.0,attack_vessel_model_v2,1445.0,26.0,12681123.0,4.8,2237,1390.0,True
2000-10-12,2000,10,14.1467,42.7883,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,8.6,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-12,2000,10,12.6,43.3217,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,9.7,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-12,2000,10,5.7767,86.1033,LKA,Sri Lanka,South Asia,Attempted,Unknown,Steaming,485.2,35.0,40.0,0.0,attack_vessel_model_v2,870.0,37.0,18777601.0,7.74,1340,832.6,True
2000-10-12,2000,10,12.7907,44.9893,YEM,"Yemen, Rep.",Middle East & North Africa,Explosion,Unknown,Moored,1.2,35.0,45.0,15.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-13,2000,10,22.1367,91.7017,BGD,Bangladesh,South Asia,Attempted,Unknown,Steaming,12.3,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-15,2000,10,5.2932,-4.0,CIV,Côte d'Ivoire,Sub-Saharan Africa,Boarded,Unknown,Berthed,1.3,35.0,45.0,0.0,attack_vessel_model_v2,651.0,27.0,16454668.0,4.51,515,320.0,True
2000-10-16,2000,10,5.7633,96.4717,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,58.4,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-18,2000,10,23.0243,70.2203,IND,India,South Asia,Boarded,Unknown,Berthed,3.0,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-10-18,2000,10,13.1067,80.305,IND,India,South Asia,Attempted,Unknown,Anchored,1.0,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-10-21,2000,10,1.1983,103.8572,SGP,Singapore,East Asia & Pacific,Hijacked,Unknown,Anchored,7.8,30.0,30.0,4.5,attack_vessel_model_v2,23852.0,91.0,4027887.0,3.7,193,119.9,True
2000-10-21,2000,10,0.0895,117.4742,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,0.5,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-22,2000,10,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-23,2000,10,22.4425,89.5917,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,12.3,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-23,2000,10,13.3333,42.9667,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,28.7,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-24,2000,10,20.64,106.8833,VNM,Vietnam,East Asia & Pacific,Boarded,Unknown,Anchored,9.1,30.0,30.0,0.0,attack_vessel_model_v2,390.0,25.0,79910412.0,2.26,3444,2140.0,True
2000-10-24,2000,10,22.1983,91.7467,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,6.1,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-25,2000,10,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Berthed,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-25,2000,10,12.7167,43.2833,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,12.9,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-10-25,2000,10,0.7467,103.7033,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Steaming,2.1,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-25,2000,10,7.105,125.6537,PHL,Philippines,East Asia & Pacific,Attempted,Unknown,Anchored,0.9,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-10-25,2000,10,9.2133,102.4983,KHM,Cambodia,East Asia & Pacific,Boarded,Unknown,Steaming,172.9,30.0,30.0,0.0,attack_vessel_model_v2,303.0,23.0,12155239.0,1.07,443,275.3,True
2000-10-26,2000,10,1.45,103.1833,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,17.9,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-26,2000,10,1.7167,102.7667,MYS,Malaysia,East Asia & Pacific,Attempted,Unknown,Steaming,14.7,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-10-27,2000,10,9.3517,-79.9045,PAN,Panama,Latin America & Caribbean,Attempted,Unknown,Anchored,0.7,35.0,45.0,0.0,attack_vessel_model_v2,4060.0,37.0,3030328.0,3.73,2490,1547.2,True
2000-10-29,2000,10,-5.55,104.6333,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,5.9,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-29,2000,10,-0.5402,117.1383,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,33.7,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-30,2000,10,-2.52,-80.0867,ECU,Ecuador,Latin America & Caribbean,Boarded,Unknown,Steaming,4.4,35.0,45.0,0.0,attack_vessel_model_v2,1445.0,26.0,12681123.0,4.8,2237,1390.0,True
2000-10-30,2000,10,-5.5167,105.3167,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,5.6,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-30,2000,10,-0.5167,103.4067,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Anchored,1.0,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-10-30,2000,10,22.2383,91.8267,BGD,Bangladesh,South Asia,Attempted,Unknown,Berthed,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-10-31,2000,10,14.3402,94.0787,MMR,Myanmar,East Asia & Pacific,Attempted,Unknown,Steaming,71.0,30.0,30.0,0.0,attack_vessel_model_v2,191.0,16.0,46719701.0,0.79,1930,1199.2,True
2000-11-01,2000,11,22.8569,90.3483,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,9.2,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-01,2000,11,22.8569,90.3483,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,9.2,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-01,2000,11,22.927,89.1257,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,78.7,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-03,2000,11,5.815,118.0555,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Anchored,0.8,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-11-03,2000,11,4.0667,99.4167,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,63.3,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-04,2000,11,-3.2833,109.6833,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,70.8,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-04,2000,11,-6.0977,106.9025,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Anchored,7.2,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-04,2000,11,0.2863,9.5083,GAB,Gabon,Sub-Saharan Africa,Boarded,Unknown,Anchored,0.8,35.0,45.0,0.0,attack_vessel_model_v2,4126.0,33.0,1228360.0,17.36,885,549.9,True
2000-11-05,2000,11,1.765,102.5333,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,21.2,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-11-05,2000,11,9.175,-13.745,GIN,Guinea,Sub-Saharan Africa,Boarded,Unknown,Anchored,36.7,35.0,45.0,0.0,attack_vessel_model_v2,363.0,19.0,8240730.0,4.5,320,198.8,True
2000-11-05,2000,11,1.825,102.3867,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,28.5,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-11-05,2000,11,7.105,125.6537,PHL,Philippines,East Asia & Pacific,Attempted,Unknown,Anchored,0.9,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-11-05,2000,11,7.105,125.6537,PHL,Philippines,East Asia & Pacific,Attempted,Unknown,Anchored,0.9,30.0,30.0,0.0,attack_vessel_model_v2,1073.0,28.0,77991755.0,3.7,36289,22548.9,True
2000-11-06,2000,11,10.5783,97.3983,MMR,Myanmar,East Asia & Pacific,Attempted,Unknown,Steaming,55.4,30.0,30.0,0.0,attack_vessel_model_v2,191.0,16.0,46719701.0,0.79,1930,1199.2,True
2000-11-06,2000,11,1.9417,102.3167,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Steaming,23.3,30.0,30.0,0.0,attack_vessel_model_v2,4044.0,48.0,23194257.0,3.0,4675,2904.9,True
2000-11-06,2000,11,9.175,-13.745,GIN,Guinea,Sub-Saharan Africa,Hijacked,Unknown,Steaming,36.7,35.0,45.0,4.5,attack_vessel_model_v2,363.0,19.0,8240730.0,4.5,320,198.8,True
2000-11-06,2000,11,6.4417,3.3867,NGA,Nigeria,Sub-Saharan Africa,Boarded,Unknown,Anchored,0.4,35.0,45.0,0.0,attack_vessel_model_v2,568.0,12.0,122283850.0,3.78,853,530.0,True
2000-11-06,2000,11,5.2932,-4.0,CIV,Côte d'Ivoire,Sub-Saharan Africa,Boarded,Unknown,Anchored,1.3,35.0,45.0,0.0,attack_vessel_model_v2,651.0,27.0,16454668.0,4.51,515,320.0,True
2000-11-07,2000,11,18.4188,-70.03,DOM,Dominican Republic,Latin America & Caribbean,Boarded,Unknown,Berthed,1.6,35.0,45.0,0.0,attack_vessel_model_v2,2869.0,31.0,8471321.0,6.43,1288,800.3,True
2000-11-08,2000,11,-2.52,-80.0867,ECU,Ecuador,Latin America & Caribbean,Boarded,Unknown,Anchored,4.4,35.0,45.0,0.0,attack_vessel_model_v2,1445.0,26.0,12681123.0,4.8,2237,1390.0,True
2000-11-09,2000,11,1.7667,102.45,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Steaming,26.0,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-09,2000,11,22.25,91.7333,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,4.1,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-09,2000,11,13.1067,80.305,IND,India,South Asia,Boarded,Unknown,Anchored,1.0,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-11-10,2000,11,3.8335,8.4842,GNQ,Equatorial Guinea,Sub-Saharan Africa,Hijacked,Unknown,Steaming,23.5,35.0,45.0,4.5,attack_vessel_model_v2,1726.0,19.0,606181.0,6.75,296,183.9,True
2000-11-11,2000,11,10.0,76.05,IND,India,South Asia,Boarded,Unknown,Anchored,18.2,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-11-12,2000,11,-6.0977,106.9025,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Berthed,7.2,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-12,2000,11,22.4855,89.5858,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,17.1,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-13,2000,11,-7.7307,109.0244,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Berthed,0.4,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-14,2000,11,22.8329,90.6963,BGD,Bangladesh,South Asia,Boarded,Unknown,Steaming,3.3,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-14,2000,11,11.06,62.7333,YEM,"Yemen, Rep.",Middle East & North Africa,Attempted,Unknown,Steaming,907.9,35.0,45.0,0.0,attack_vessel_model_v2,554.0,26.0,17409072.0,11.57,1906,1184.3,True
2000-11-14,2000,11,22.2394,91.8275,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-14,2000,11,8.095,77.0427,IND,India,South Asia,Boarded,Unknown,Steaming,21.7,35.0,40.0,0.0,attack_vessel_model_v2,443.0,28.0,1056575549.0,5.66,7000,4349.6,True
2000-11-15,2000,11,22.2383,91.8267,BGD,Bangladesh,South Asia,Attempted,Unknown,Steaming,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-15,2000,11,22.2383,91.8267,BGD,Bangladesh,South Asia,Boarded,Unknown,Berthed,0.8,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
2000-11-16,2000,11,1.1,102.15,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Steaming,4.8,30.0,30.0,0.0,attack_vessel_model_v2,780.0,17.0,211513823.0,6.08,54716,33998.9,True
2000-11-16,2000,11,2.35,49.7,SOM,Somalia,Sub-Saharan Africa,Attempted,Unknown,Steaming,301.9,35.0,45.0,0.0,attack_vessel_model_v2,1238.0,21.0,8872254.0,11.76,3333,2071.0,False
2000-11-17,2000,11,22.17,91.765,BGD,Bangladesh,South Asia,Boarded,Unknown,Anchored,5.1,35.0,40.0,0.0,attack_vessel_model_v2,418.0,22.9,127657854.0,3.27,580,360.4,True
